Kommune;ID;Enhed;Opgave;Kanal;Type;Afslutning;Blanket;Dato;StartTidspunkt;SlutTidspunkt;Datakilde;Er borgeren over eller under 65 år?;
Køge;259;259veje;05.12.00;EMLUD;OPRET;STRAKS;JA;21-10-2013 14:44:11;21-10-2013 14:44:07;21-10-2013 14:44:11;Tracetool;;
Køge;259;259veje;05.12.00;EMLUD;OPRET;STRAKS;JA;21-10-2013 14:44:18;21-10-2013 14:44:13;21-10-2013 14:44:18;Tracetool;;
Køge;259;259veje;05.12.00;EMLUD;OPRET;STRAKS;JA;21-10-2013 14:44:27;21-10-2013 14:44:19;21-10-2013 14:44:27;Tracetool;;
Køge;259;259bestiller;00.14.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:44:40;21-10-2013 14:44:16;21-10-2013 14:44:40;Tracetool;;
Køge;259;259telefon;32.15.00;TLFIND;INFO;HOLD;NEJ;21-10-2013 14:44:52;21-10-2013 14:44:42;21-10-2013 14:44:52;Tracetool;;
Køge;259;259hjælpemidler;27.60.00;EMLIND;INFO;STRAKS;NEJ;21-10-2013 14:44:54;21-10-2013 14:44:16;21-10-2013 14:44:54;Tracetool;Under;
Køge;259;259bestiller;00.14.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:44:58;21-10-2013 14:44:46;21-10-2013 14:44:58;Tracetool;;
Køge;259;259bestiller;27.45.00;TLFIND;FEJL;HOLD;NEJ;21-10-2013 14:45:32;21-10-2013 14:45:04;21-10-2013 14:45:32;Tracetool;;
Køge;259;259sek;15.23;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:46:18;21-10-2013 14:46:04;21-10-2013 14:46:18;Tracetool;;
Køge;259;259sdp;15.17;TLFUD;INFO;HOLD;NEJ;21-10-2013 14:46:19;21-10-2013 14:46:11;21-10-2013 14:46:19;Tracetool;;
Køge;259;259sdp;15.17;EMLUD;INFO;HOLD;NEJ;21-10-2013 14:46:27;21-10-2013 14:46:21;21-10-2013 14:46:27;Tracetool;;
Køge;259;259sek;15.23;TLFUD;INFO;STRAKS;NEJ;21-10-2013 14:46:30;21-10-2013 14:46:21;21-10-2013 14:46:30;Tracetool;;
Køge;259;259veje;05.12.00;EMLIND;INFO;HOLD;NEJ;21-10-2013 14:46:55;21-10-2013 14:46:33;21-10-2013 14:46:55;Tracetool;;
Køge;259;259besk;15.23;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:47:07;21-10-2013 14:46:16;21-10-2013 14:47:07;Tracetool;;
Køge;259;259veje;05.12.00;EMLIND;OPRET;HOLD;JA;21-10-2013 14:47:10;21-10-2013 14:46:57;21-10-2013 14:47:10;Tracetool;;
Køge;259;259besk;15.20;EMLIND;STATUS;HOLD;NEJ;21-10-2013 14:47:44;21-10-2013 14:47:10;21-10-2013 14:47:44;Tracetool;;
Køge;259;259bygogplan;02.34.02;EMLIND;OPRET;HOLD;JA;21-10-2013 14:48:19;21-10-2013 14:48:07;21-10-2013 14:48:19;Tracetool;;
Køge;259;259kultur;18.15.12;TLFIND;SLVBTJN;STRAKS;NEJ;21-10-2013 14:48:23;21-10-2013 14:47:57;21-10-2013 14:48:23;Tracetool;;
Køge;259;259bestiller;27.36.20;TLFUD;STATUS;STRAKS;NEJ;21-10-2013 14:48:32;21-10-2013 14:48:10;21-10-2013 14:48:32;Tracetool;;
Køge;259;259besk;15.21;DOKUD;OPRET;STRAKS;NEJ;21-10-2013 14:48:55;21-10-2013 14:47:45;21-10-2013 14:48:55;Tracetool;;
Køge;259;259veje;05.00.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:48:57;21-10-2013 14:48:43;21-10-2013 14:48:57;Tracetool;;
Køge;259;259bestiller;27.45.00;TLFIND;VEJL;HOLD;NEJ;21-10-2013 14:49:05;21-10-2013 14:48:47;21-10-2013 14:49:05;Tracetool;;
Køge;259;259sek;15.23;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:49:15;21-10-2013 14:49:03;21-10-2013 14:49:15;Tracetool;;
Køge;259;259plads;28.09.44;TLFIND;OPRET;STRAKS;NEJ;21-10-2013 14:49:27;21-10-2013 14:48:09;21-10-2013 14:49:27;Tracetool;;
Køge;259;259bestiller;27.45.00;TLFIND;FEJL;HOLD;NEJ;21-10-2013 14:49:32;21-10-2013 14:49:13;21-10-2013 14:49:32;Tracetool;;
Køge;259;259besk;15.20;PPRUD;OPRET;STRAKS;NEJ;21-10-2013 14:49:37;21-10-2013 14:48:57;21-10-2013 14:49:37;Tracetool;;
Køge;259;259sek;15.20;PPRUD;STATUS;STRAKS;JA;21-10-2013 14:49:38;21-10-2013 14:49:29;21-10-2013 14:49:38;Tracetool;;
Køge;259;259kontant;32.24.04;TLFUD;INFO;STRAKS;NEJ;21-10-2013 14:49:40;21-10-2013 14:49:30;21-10-2013 14:49:40;Tracetool;;
Køge;259;259bestiller;27.45.00;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:49:52;21-10-2013 14:49:37;21-10-2013 14:49:52;Tracetool;;
Køge;259;259telefon;32.09.00;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:50:38;21-10-2013 14:50:15;21-10-2013 14:50:38;Tracetool;;
Køge;259;259sek;15.20;PPRUD;STATUS;STRAKS;JA;21-10-2013 14:52:33;21-10-2013 14:52:18;21-10-2013 14:52:33;Tracetool;;
Køge;259;259sek;15.20;PPRUD;OPRET;STRAKS;JA;21-10-2013 14:52:40;21-10-2013 14:52:34;21-10-2013 14:52:40;Tracetool;;
Køge;259;259telefon;00.14.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:53:29;21-10-2013 14:53:27;21-10-2013 14:53:29;Tracetool;;
Køge;259;259føpey;32.21.00;EMLIND;INFO;HOLD;NEJ;21-10-2013 14:53:56;21-10-2013 14:53:40;21-10-2013 14:53:56;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:54:10;21-10-2013 14:53:32;21-10-2013 14:54:10;Tracetool;;
Køge;259;259sek;15.21;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:54:18;21-10-2013 14:54:11;21-10-2013 14:54:18;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:54:30;21-10-2013 14:54:20;21-10-2013 14:54:30;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:54:48;21-10-2013 14:54:42;21-10-2013 14:54:48;Tracetool;;
Køge;259;259sek;15.21;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:54:57;21-10-2013 14:54:49;21-10-2013 14:54:57;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:03;21-10-2013 14:54:58;21-10-2013 14:55:03;Tracetool;;
Køge;259;259veje;05.00.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:55:06;21-10-2013 14:54:54;21-10-2013 14:55:06;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:10;21-10-2013 14:55:05;21-10-2013 14:55:10;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:19;21-10-2013 14:55:13;21-10-2013 14:55:19;Tracetool;;
Køge;259;259sek;15.21;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:26;21-10-2013 14:55:20;21-10-2013 14:55:26;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:34;21-10-2013 14:55:28;21-10-2013 14:55:34;Tracetool;;
Køge;259;259byrum;04.00.00;TLFUD;VEJL;HOLD;NEJ;21-10-2013 14:55:34;21-10-2013 14:55:22;21-10-2013 14:55:34;Tracetool;;
Køge;259;259byrum;04.00.00;EMLUD;VEJL;HOLD;NEJ;21-10-2013 14:55:47;21-10-2013 14:55:36;21-10-2013 14:55:47;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:48;21-10-2013 14:55:36;21-10-2013 14:55:48;Tracetool;;
Køge;259;259besk;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:55:51;21-10-2013 14:55:41;21-10-2013 14:55:51;Tracetool;;
Køge;259;259sek;15.21;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:55:54;21-10-2013 14:55:48;21-10-2013 14:55:54;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:01;21-10-2013 14:55:55;21-10-2013 14:56:01;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:08;21-10-2013 14:56:03;21-10-2013 14:56:08;Tracetool;;
Køge;259;259besk;15.20;TLFIND;STATUS;HOLD;NEJ;21-10-2013 14:56:10;21-10-2013 14:55:56;21-10-2013 14:56:10;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:15;21-10-2013 14:56:10;21-10-2013 14:56:15;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:21;21-10-2013 14:56:16;21-10-2013 14:56:21;Tracetool;;
Køge;259;259besk;15.20;EMLUD;STATUS;HOLD;NEJ;21-10-2013 14:56:24;21-10-2013 14:56:11;21-10-2013 14:56:24;Tracetool;;
Køge;259;259sek;15.20;EMLIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:25;21-10-2013 14:55:36;21-10-2013 14:56:25;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:27;21-10-2013 14:56:23;21-10-2013 14:56:27;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:34;21-10-2013 14:56:29;21-10-2013 14:56:34;Tracetool;;
Køge;259;259besk;15.20;EMLUD;VEJL;STRAKS;NEJ;21-10-2013 14:56:37;21-10-2013 14:56:26;21-10-2013 14:56:37;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:41;21-10-2013 14:56:35;21-10-2013 14:56:41;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:49;21-10-2013 14:56:43;21-10-2013 14:56:49;Tracetool;;
Køge;259;259sek;15.23;TLFUD;INFO;STRAKS;NEJ;21-10-2013 14:56:55;21-10-2013 14:56:39;21-10-2013 14:56:55;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:56:56;21-10-2013 14:56:50;21-10-2013 14:56:56;Tracetool;;
Køge;259;259bygogplan;02.34.02;TLFIND;INFO;HOLD;NEJ;21-10-2013 14:57:11;21-10-2013 14:56:59;21-10-2013 14:57:11;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:57:22;21-10-2013 14:57:06;21-10-2013 14:57:22;Tracetool;;
Køge;259;259bygogplan;02.34.02;DOKUD;INFO;HOLD;JA;21-10-2013 14:57:37;21-10-2013 14:57:23;21-10-2013 14:57:37;Tracetool;;
Køge;259;259telefon;23.09.04;TLFIND;OPRET;STRAKS;NEJ;21-10-2013 14:57:52;21-10-2013 14:57:47;21-10-2013 14:57:52;Tracetool;;
Køge;259;259telefon;32.06.16;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:58:06;21-10-2013 14:57:53;21-10-2013 14:58:06;Tracetool;;
Køge;259;259telefon;23.05.10;TLFIND;INFO;STRAKS;NEJ;21-10-2013 14:58:19;21-10-2013 14:56:07;21-10-2013 14:58:19;Tracetool;;
Køge;259;259byrum;04.00.00;EMLUD;INFO;HOLD;NEJ;21-10-2013 14:58:22;21-10-2013 14:58:02;21-10-2013 14:58:22;Tracetool;;
Køge;259;259telefon;00.14.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 14:58:28;21-10-2013 14:58:26;21-10-2013 14:58:28;Tracetool;;
Køge;259;259økonomi;25.45.00;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:59:22;21-10-2013 14:59:16;21-10-2013 14:59:22;Tracetool;;
Køge;259;259økonomi;25.45.00;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 14:59:28;21-10-2013 14:59:23;21-10-2013 14:59:28;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;HOLD;NEJ;21-10-2013 15:00:20;21-10-2013 15:00:08;21-10-2013 15:00:20;Tracetool;;
Køge;259;259veje;05.00.00;TLFIND;VEJL;STRAKS;NEJ;21-10-2013 15:00:24;21-10-2013 15:00:09;21-10-2013 15:00:24;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:00:34;21-10-2013 15:00:20;21-10-2013 15:00:34;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:00:39;21-10-2013 15:00:33;21-10-2013 15:00:39;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;HOLD;NEJ;21-10-2013 15:00:59;21-10-2013 15:00:35;21-10-2013 15:00:59;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:01:25;21-10-2013 15:01:00;21-10-2013 15:01:25;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:01:26;21-10-2013 15:00:49;21-10-2013 15:01:26;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:01:32;21-10-2013 15:01:26;21-10-2013 15:01:32;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:01:33;21-10-2013 15:01:27;21-10-2013 15:01:33;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:01:37;21-10-2013 15:01:32;21-10-2013 15:01:37;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:01:41;21-10-2013 15:01:34;21-10-2013 15:01:41;Tracetool;;
Køge;259;259byrum;04.01.11;PRSNLG;OPRET;STRAKS;NEJ;21-10-2013 15:01:42;21-10-2013 15:01:09;21-10-2013 15:01:42;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:01:45;21-10-2013 15:01:37;21-10-2013 15:01:45;Tracetool;;
Køge;259;259sek;15.21;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:01:48;21-10-2013 15:01:42;21-10-2013 15:01:48;Tracetool;;
Køge;259;259telefon;23.05.10;TLFIND;OPRET;STRAKS;NEJ;21-10-2013 15:01:49;21-10-2013 15:01:35;21-10-2013 15:01:49;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:01:55;21-10-2013 15:01:46;21-10-2013 15:01:55;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:01:56;21-10-2013 15:01:50;21-10-2013 15:01:56;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:02:00;21-10-2013 15:01:56;21-10-2013 15:02:00;Tracetool;;
Køge;259;259byrum;04.01.11;PRSNLG;OPRET;STRAKS;NEJ;21-10-2013 15:02:02;21-10-2013 15:01:48;21-10-2013 15:02:02;Tracetool;;
Køge;259;259sek;15.20;TLFIND;STATUS;STRAKS;NEJ;21-10-2013 15:02:06;21-10-2013 15:01:57;21-10-2013 15:02:06;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:02:12;21-10-2013 15:02:02;21-10-2013 15:02:12;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:02:14;21-10-2013 15:02:08;21-10-2013 15:02:14;Tracetool;;
Køge;259;259byrum;04.01.11;TLFIND;OPRET;STRAKS;NEJ;21-10-2013 15:02:18;21-10-2013 15:02:04;21-10-2013 15:02:18;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:02:23;21-10-2013 15:02:16;21-10-2013 15:02:23;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:02:30;21-10-2013 15:02:25;21-10-2013 15:02:30;Tracetool;;
Køge;259;259besk;15.20;PPRUD;OPRET;HOLD;NEJ;21-10-2013 15:02:32;21-10-2013 15:02:14;21-10-2013 15:02:32;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:03:01;21-10-2013 15:02:56;21-10-2013 15:03:01;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:03:13;21-10-2013 15:03:07;21-10-2013 15:03:13;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:03:20;21-10-2013 15:03:14;21-10-2013 15:03:20;Tracetool;;
Køge;259;259byrum;04.01.11;EMLUD;VEJL;STRAKS;NEJ;21-10-2013 15:03:22;21-10-2013 15:03:01;21-10-2013 15:03:22;Tracetool;;
Køge;259;259sek;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:03:27;21-10-2013 15:03:22;21-10-2013 15:03:27;Tracetool;;
Køge;259;259sdp;15.20;TLFUD;OPRET;HOLD;NEJ;21-10-2013 15:03:28;21-10-2013 15:03:20;21-10-2013 15:03:28;Tracetool;;
Køge;259;259sdp;15.20;TLFUD;VEJL;STRAKS;NEJ;21-10-2013 15:03:46;21-10-2013 15:03:32;21-10-2013 15:03:46;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:04:10;21-10-2013 15:03:24;21-10-2013 15:04:10;Tracetool;;
Køge;259;259sdp;15.20;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:04:23;21-10-2013 15:03:53;21-10-2013 15:04:23;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:04:24;21-10-2013 15:04:13;21-10-2013 15:04:24;Tracetool;;
Køge;259;259besk;15.23;EMLIND;OPRET;STRAKS;NEJ;21-10-2013 15:04:31;21-10-2013 15:04:14;21-10-2013 15:04:31;Tracetool;;
Køge;259;259besk;15.23;PRSNLG;OPRET;STRAKS;JA;21-10-2013 15:04:48;21-10-2013 15:04:36;21-10-2013 15:04:48;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:04:56;21-10-2013 15:04:26;21-10-2013 15:04:56;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:05:03;21-10-2013 15:04:58;21-10-2013 15:05:03;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:05:17;21-10-2013 15:05:05;21-10-2013 15:05:17;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:05:22;21-10-2013 15:05:11;21-10-2013 15:05:22;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:05:25;21-10-2013 15:05:19;21-10-2013 15:05:25;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:05:38;21-10-2013 15:05:24;21-10-2013 15:05:38;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:05:39;21-10-2013 15:05:26;21-10-2013 15:05:39;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:05:49;21-10-2013 15:05:42;21-10-2013 15:05:49;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:05:49;21-10-2013 15:05:39;21-10-2013 15:05:49;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:05:59;21-10-2013 15:05:51;21-10-2013 15:05:59;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:03;21-10-2013 15:05:50;21-10-2013 15:06:03;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:07;21-10-2013 15:06:00;21-10-2013 15:06:07;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:10;21-10-2013 15:06:04;21-10-2013 15:06:10;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:16;21-10-2013 15:06:11;21-10-2013 15:06:16;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:16;21-10-2013 15:06:09;21-10-2013 15:06:16;Tracetool;;
Køge;259;259bestiller;27.45.00;TLFIND;INFO;HOLD;NEJ;21-10-2013 15:06:22;21-10-2013 15:04:53;21-10-2013 15:06:22;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:25;21-10-2013 15:06:18;21-10-2013 15:06:25;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:26;21-10-2013 15:06:18;21-10-2013 15:06:26;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:32;21-10-2013 15:06:27;21-10-2013 15:06:32;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:34;21-10-2013 15:06:27;21-10-2013 15:06:34;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:39;21-10-2013 15:06:33;21-10-2013 15:06:39;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:43;21-10-2013 15:06:35;21-10-2013 15:06:43;Tracetool;;
Køge;259;259bygogplan;02.34.02;TLFIND;INFO;STRAKS;NEJ;21-10-2013 15:06:46;21-10-2013 15:06:39;21-10-2013 15:06:46;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:06:59;21-10-2013 15:06:50;21-10-2013 15:06:59;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:06:59;21-10-2013 15:06:39;21-10-2013 15:06:59;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:05;21-10-2013 15:07:00;21-10-2013 15:07:05;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:08;21-10-2013 15:07:00;21-10-2013 15:07:08;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:12;21-10-2013 15:07:06;21-10-2013 15:07:12;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:17;21-10-2013 15:07:09;21-10-2013 15:07:17;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:25;21-10-2013 15:07:18;21-10-2013 15:07:25;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:31;21-10-2013 15:07:13;21-10-2013 15:07:31;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:33;21-10-2013 15:07:26;21-10-2013 15:07:33;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:37;21-10-2013 15:07:33;21-10-2013 15:07:37;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:43;21-10-2013 15:07:38;21-10-2013 15:07:43;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:43;21-10-2013 15:07:35;21-10-2013 15:07:43;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:51;21-10-2013 15:07:45;21-10-2013 15:07:51;Tracetool;;
Køge;259;259sek;15.20;PPRIND;INFO;STRAKS;NEJ;21-10-2013 15:07:53;21-10-2013 15:07:46;21-10-2013 15:07:53;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:07:58;21-10-2013 15:07:52;21-10-2013 15:07:58;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:03;21-10-2013 15:07:59;21-10-2013 15:08:03;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:10;21-10-2013 15:08:04;21-10-2013 15:08:10;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;HOLD;NEJ;21-10-2013 15:08:13;21-10-2013 15:08:01;21-10-2013 15:08:13;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:15;21-10-2013 15:08:11;21-10-2013 15:08:15;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:22;21-10-2013 15:08:17;21-10-2013 15:08:22;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;HOLD;NEJ;21-10-2013 15:08:28;21-10-2013 15:08:14;21-10-2013 15:08:28;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:31;21-10-2013 15:08:23;21-10-2013 15:08:31;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:38;21-10-2013 15:08:32;21-10-2013 15:08:38;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:45;21-10-2013 15:08:39;21-10-2013 15:08:45;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:52;21-10-2013 15:08:46;21-10-2013 15:08:52;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:08:57;21-10-2013 15:08:53;21-10-2013 15:08:57;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:03;21-10-2013 15:08:58;21-10-2013 15:09:03;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:07;21-10-2013 15:09:03;21-10-2013 15:09:07;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:12;21-10-2013 15:09:08;21-10-2013 15:09:12;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:17;21-10-2013 15:09:12;21-10-2013 15:09:17;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:31;21-10-2013 15:09:18;21-10-2013 15:09:31;Tracetool;;
Køge;259;259sek;15.20;PRSNLG;INFO;STRAKS;NEJ;21-10-2013 15:09:37;21-10-2013 15:09:32;21-10-2013 15:09:37;Tracetool;;
